order_id,customer_id,order_date,status,shipping_method,payment_terms,department,shipping_address,shipping_city,shipping_postal_code,expected_delivery
SO09f50a25,C3efad3f9,2023-06-24,Neu,Premium,Net45,Einkauf,Schmidtkering 07,Bruchsal,20345,2023-07-06
SOa7050075,C6e13dd23,2023-09-30,In Bearbeitung,Premium,Immediate,Vertrieb,Evamaria-Renner-Ring 61,Cuxhaven,81681,2023-10-03
SO420b3e20,Cf7d98e3f,2023-12-03,In Bearbeitung,Economy,Immediate,Vertrieb,Winklergasse 6,Borna,78151,2023-12-06
SO6f6105ac,Cf92b9ef9,2023-01-23,Abgeschlossen,Premium,Net30,Produktion,Heinplatz 24,Pirmasens,09319,2023-02-03
SOc91c1d2d,C86091f04,2024-03-27,Abgeschlossen,Premium,Net60,Vertrieb,Belinda-Junitz-Platz 7,Berlin,98933,2024-04-05
SO2365d34e,Cf1e39af6,2024-08-04,Neu,Premium,Immediate,Finanzen,Buchholzallee 58,Eutin,10672,2024-08-18
SOa91ed1df,C3b214d0c,2024-08-02,In Bearbeitung,Standard,Net45,Finanzen,Schleichplatz 3,Arnstadt,27336,2024-08-07
SO3102fbc2,Cc2f96476,2024-10-18,In Bearbeitung,Standard,Net60,Finanzen,Giuseppina-Heydrich-Gasse 16,Eisenach,56875,2024-10-27
SOdccc82e0,Cc105970a,2023-03-13,Storniert,Premium,Net30,IT,Reinhardtweg 0/2,Pirmasens,38435,2023-03-26
SObff47efb,C18e0e6ec,2024-12-06,Abgeschlossen,Premium,Immediate,IT,Karzstraße 1/6,Soltau,27322,2024-12-17
SO5f0d6438,Ce36428f7,2023-05-23,Abgeschlossen,Premium,Immediate,HR,Schulzplatz 8,Tecklenburg,55706,2023-06-01
SO615ce28d,C149c3ed2,2024-04-19,Abgeschlossen,Economy,Net45,Vertrieb,H.-Dieter-Preiß-Allee 26,Aue,84887,2024-04-28
SO8b48893c,Cc4b33ba9,2023-03-09,Abgeschlossen,Express,Net45,Einkauf,Maria-Loos-Ring 39,Osterburg,62204,2023-03-21
SO3de71764,C149c3ed2,2024-12-26,Abgeschlossen,Premium,Net45,Vertrieb,H.-Dieter-Preiß-Allee 26,Aue,84887,2025-01-06
SO4c88ac14,C13afda51,2023-02-22,Abgeschlossen,Premium,Immediate,Finanzen,Stadelmannring 7/5,Luckenwalde,04063,2023-03-03
SOc14d94a4,C275f50b1,2024-11-06,Abgeschlossen,Economy,Net30,Vertrieb,Dörschnerplatz 3/1,Germersheim,68843,2024-11-19
SO4a03175a,C0b362343,2024-04-11,Abgeschlossen,Express,Net60,Einkauf,Mohauptallee 575,Bayreuth,69313,2024-04-18
SO40d8e9a0,C03a98fb3,2023-03-22,Storniert,Express,Immediate,HR,Trubinstraße 5,Säckingen,51192,2023-04-04
SO39984296,Cf02cd960,2023-12-17,Abgeschlossen,Standard,Net45,Finanzen,Geislerstr. 09,Ahaus,57787,2023-12-25
SOad694577,C1423b9b6,2024-04-25,In Bearbeitung,Standard,Immediate,Einkauf,Zirmeweg 3,Aue,78802,2024-05-03
SOdb449cbb,C42e5a792,2023-06-06,In Bearbeitung,Premium,Net60,Einkauf,Zahnring 6,Sonneberg,58768,2023-06-13
SO007b1644,C7f1819d2,2024-04-10,Abgeschlossen,Premium,Net30,Einkauf,Adam-Gunpf-Allee 596,Badibling,69652,2024-04-21
SO3476eb1c,Cbc09ea39,2024-08-07,In Bearbeitung,Premium,Net60,Finanzen,Sabine-Striebitz-Gasse 7,Oranienburg,49005,2024-08-13
SO3043f9c8,C303ae767,2024-04-30,In Bearbeitung,Premium,Net45,Vertrieb,Ernst-Dieter-Gumprich-Platz 1,Zossen,68203,2024-05-06
SO38dad2b7,C659b1429,2024-11-20,Neu,Standard,Immediate,IT,Tschentscherstr. 92,Bersenbrück,59901,2024-11-25
SO9e4575d2,Cf614c1fb,2024-04-23,Abgeschlossen,Express,Net45,Vertrieb,Heinzplatz 3/1,Freital,01120,2024-04-29
SO64e722c8,C4c2e5d03,2023-08-05,Storniert,Standard,Net30,Vertrieb,Wulffstraße 176,Hildburghausen,60665,2023-08-09
SO4ada8fb7,C3d3a92f2,2024-06-13,Abgeschlossen,Standard,Net45,Finanzen,Schulzstraße 5,Mühlhausen,98869,2024-06-16
SO0289ddb5,Ca42b06d3,2023-08-23,Abgeschlossen,Economy,Immediate,Vertrieb,Klappring 8,Wurzen,36907,2023-09-02
SO32cbdfee,C868f6ecf,2023-02-19,Abgeschlossen,Premium,Net45,IT,Huhnstr. 2/4,Burglengenfeld,07348,2023-03-02
SO0a2f7e4e,Caad1aa13,2024-10-10,Abgeschlossen,Premium,Net30,Finanzen,Patberggasse 1/2,Hamburg,36750,2024-10-13
SOee197c50,C074fd1fe,2024-07-24,Abgeschlossen,Express,Immediate,IT,Silvia-Hübel-Gasse 6/9,Bad Liebenwerda,98886,2024-07-31
SO510845e0,C70fc59a9,2024-08-15,In Bearbeitung,Express,Net45,Produktion,Killerweg 9,Stollberg,26046,2024-08-22
SOe74e3259,C50c4accc,2023-01-17,Abgeschlossen,Economy,Immediate,Vertrieb,Christian-van der Dussen-Gasse 2,Eisleben,03257,2023-01-21
SO5ca1c951,C75f9d5e2,2024-10-04,Abgeschlossen,Express,Net45,IT,Catrin-Stolze-Weg 2,Naila,97646,2024-10-16
SO3cb238b3,C3a861bec,2024-07-01,Abgeschlossen,Express,Immediate,Produktion,Keudelstr. 404,Tübingen,80401,2024-07-12
SOfbfed69f,Cca4b662a,2024-11-18,Abgeschlossen,Express,Immediate,Vertrieb,Sabrina-Rust-Straße 83,Gifhorn,77427,2024-11-29
SOc69f0df7,,2023-04-28,Abgeschlossen,Standard,Net60,IT,,,,2023-05-09
SOa21f79d1,Ce475e957,2023-07-22,In Bearbeitung,Economy,Net30,Produktion,Ingeborg-Kroker-Straße 52,Donaueschingen,38965,2023-07-27
SO58b3cf8c,C9670ea64,2023-12-17,In Bearbeitung,Premium,Net60,Vertrieb,Nermin-Hövel-Ring 6/5,Anklam,32787,2023-12-25
SOd0dcc6bf,Ca42b06d3,2023-01-01,Abgeschlossen,Premium,Immediate,Vertrieb,Klappring 8,Wurzen,36907,2023-01-10
SObe871b71,C50c4accc,2023-07-02,Storniert,Economy,Immediate,Vertrieb,Christian-van der Dussen-Gasse 2,Eisleben,03257,2023-07-15
SO6049e253,C303ae767,2024-05-15,Abgeschlossen,Standard,Net45,Vertrieb,Ernst-Dieter-Gumprich-Platz 1,Zossen,68203,2024-05-22
SOa991b973,C3a2079e7,2024-03-19,Abgeschlossen,Express,Net60,HR,Selim-Stey-Platz 81,Tübingen,64861,2024-03-29
SOf665dd7a,Cfbe3e017,2023-06-05,Abgeschlossen,Express,Net45,Finanzen,Peggy-Wernecke-Ring 491,Staßfurt,50173,2023-06-17
SOaf8b5846,,2024-07-05,Neu,Economy,Net30,IT,,,,2024-07-17
SO8b93f2e8,C22dc1560,2024-06-22,Abgeschlossen,Standard,Net45,Einkauf,Emilia-Holzapfel-Gasse 0,Bergzabern,86309,2024-07-02
SO1de30d65,C3a2079e7,2023-05-30,Abgeschlossen,Express,Net60,HR,Selim-Stey-Platz 81,Tübingen,64861,2023-06-03
SOb023edae,Cdfca3639,2024-10-14,In Bearbeitung,Express,Immediate,Vertrieb,Adolphgasse 7,Göppingen,44477,2024-10-23
SObd4babd3,C1d5b10d8,2024-04-16,In Bearbeitung,Express,Net60,Finanzen,Trüballee 8,Garmisch-Partenkirchen,65226,2024-04-22
SOa4bbcdc1,Cc2f96476,2023-08-21,Abgeschlossen,Standard,Net60,Finanzen,Giuseppina-Heydrich-Gasse 16,Eisenach,56875,2023-09-04
SO27291100,C6e3f51bd,2023-12-01,Neu,Express,Net60,Produktion,Junckenweg 60,Kötzting,26111,2023-12-14
SOdf7ff9e4,C1252c1b1,2024-07-05,Abgeschlossen,Express,Net60,IT,Arzu-Schuchhardt-Weg 9/0,Weißenfels,29589,2024-07-08
SOa2126df6,C50c4accc,2024-01-14,Abgeschlossen,Standard,Immediate,Vertrieb,Christian-van der Dussen-Gasse 2,Eisleben,03257,2024-01-21
SOe304e0ed,Cfbe3e017,2023-04-21,In Bearbeitung,Economy,Net45,Finanzen,Peggy-Wernecke-Ring 491,Staßfurt,50173,2023-04-26
SO1afc60a6,Ca26869df,2023-04-01,Abgeschlossen,Standard,Net60,Vertrieb,Röhrdanzstraße 893,Meiningen,11415,2023-04-14
SO8847f7a6,C4d8dda40,2023-12-06,In Bearbeitung,Standard,Net45,Finanzen,Elsa-Hauffer-Allee 53,Roth,87312,2023-12-12
SO786a8903,C868f6ecf,2024-08-28,Abgeschlossen,Standard,Net45,IT,Huhnstr. 2/4,Burglengenfeld,07348,2024-09-07
SO46c4ab87,C18e0e6ec,2024-10-11,Abgeschlossen,Economy,Immediate,IT,Karzstraße 1/6,Soltau,27322,2024-10-14
SO39e34b2c,Cb0fb7360,2023-11-19,Abgeschlossen,Express,Net60,IT,Marietta-Heidrich-Straße 93,Werdau,25728,2023-11-30
SOd9fdf313,Ce2b8dd42,2024-05-26,In Bearbeitung,Standard,Immediate,Vertrieb,Concetta-Paffrath-Ring 1/6,Stadtroda,92254,2024-06-08
SO18b45966,C42e5a792,2024-09-22,Abgeschlossen,Express,Net60,Einkauf,Zahnring 6,Sonneberg,58768,2024-10-05
SOfea5cebc,C7b948975,2024-11-26,Abgeschlossen,Standard,Net30,Produktion,Sibel-Hethur-Gasse 4/9,Greiz,31480,2024-12-10
SO13beaba0,C414c6e9c,2023-07-10,Abgeschlossen,Premium,Net60,HR,Jacqueline-Albers-Ring 1,Bremervörde,94877,2023-07-15
SO522aaa40,Cb28d86ab,2024-04-26,In Bearbeitung,Standard,Net60,Finanzen,Hans-Bernd-Löffler-Weg 5,Ingolstadt,17534,2024-05-07
SOea31de7c,Cd492f8b7,2023-06-16,Abgeschlossen,Economy,Net60,Vertrieb,Dimitrios-Otto-Platz 6,Hansestadttralsund,87920,2023-06-29
SO2847e07f,C724c4e71,2024-04-16,Abgeschlossen,Economy,Net30,IT,Cornelia-Stumpf-Straße 3,Tirschenreuth,89544,2024-04-19
SO4274e71d,C3ae31983,2023-07-02,Abgeschlossen,Express,Net30,Vertrieb,Schenkstr. 66,Lippstadt,80235,2023-07-11
SO943f2e7b,,2024-05-26,Abgeschlossen,Economy,Net45,IT,,,,2024-05-29
SOc336fd24,,2024-01-04,Abgeschlossen,Premium,Net60,Einkauf,,,,2024-01-08
SO86bc9906,Cfeb0823d,2023-08-18,Neu,Express,Net45,IT,Kramerring 804,Forst,04662,2023-08-28
SOa39c8514,C118056f7,2023-05-18,Abgeschlossen,Express,Net45,IT,Knut-Klemm-Allee 25,Nördlingen,19018,2023-05-29
SO3cd31915,C3f843499,2023-04-04,In Bearbeitung,Economy,Immediate,Finanzen,Siegmar-Dörr-Allee 45,Ingolstadt,72649,2023-04-12
SO61a391d9,Cca45c3ff,2024-12-02,Storniert,Standard,Net60,Finanzen,Elfie-Junck-Gasse 907,Potsdam,98445,2024-12-12
SOc1177b64,C732530f3,2023-10-29,Neu,Standard,Net30,Einkauf,Anatoli-Jessel-Ring 4,Ebersberg,15850,2023-11-10
SO71369cc0,Ca39b1a71,2024-10-21,Abgeschlossen,Premium,Net60,Einkauf,Felicia-Ziegert-Allee 57,Ribnitz-Damgarten,60272,2024-10-24
SOf50d1512,Ce4454bbe,2023-07-01,Neu,Premium,Net45,Produktion,Katarzyna-Tschentscher-Gasse 9/2,Büsingen am Hochrhein,10710,2023-07-08
SO104d725d,C6823df44,2024-02-04,Abgeschlossen,Premium,Net30,IT,Lachmannallee 72,Wunsiedel,96007,2024-02-07
SO0bec0bf6,C6d8ea5e4,2023-09-27,Abgeschlossen,Economy,Net45,Produktion,Ewa-Mitschke-Weg 8/6,Suhl,36443,2023-10-07
SO81edfaec,C4fe20e66,2024-10-07,Abgeschlossen,Economy,Net30,Vertrieb,Hettnerweg 79,Lübben,11491,2024-10-14
SOc4006874,C4c2e5d03,2023-07-03,Storniert,Standard,Net30,Vertrieb,Wulffstraße 176,Hildburghausen,60665,2023-07-17
SOacc62123,,2023-08-18,Abgeschlossen,Economy,Immediate,Produktion,,,,2023-08-30
SO974786f4,C9e5706df,2023-05-11,Abgeschlossen,Premium,Net30,IT,Slavko-Mälzer-Allee 44,Kitzingen,47055,2023-05-16
SOeb6152b0,,2023-02-26,In Bearbeitung,Economy,Immediate,Einkauf,,,,2023-03-04
SOc43dedb7,C8a588552,2023-04-23,Storniert,Economy,Net30,Finanzen,Frankering 9,Berlin,33535,2023-05-04
SO8437983d,Ca42b06d3,2024-03-29,Abgeschlossen,Express,Immediate,Vertrieb,Klappring 8,Wurzen,36907,2024-04-08
SOce31fa70,,2024-03-10,Storniert,Standard,Net60,Vertrieb,,,,2024-03-19
SO341aad9c,Cb0fb7360,2024-03-03,In Bearbeitung,Express,Net60,IT,Marietta-Heidrich-Straße 93,Werdau,25728,2024-03-06
SO23afcef5,C16aa833e,2023-06-05,In Bearbeitung,Standard,Net45,HR,Hornichstraße 4,Saarbrücken,00022,2023-06-13
SOd26cb3c9,Ca0780042,2023-05-28,Storniert,Express,Net45,Einkauf,Knappeplatz 21,Crailsheim,42877,2023-06-01
SO5f0a640e,Ce1527376,2024-08-12,Abgeschlossen,Economy,Net60,IT,Martinallee 8,Wurzen,80795,2024-08-18
SOfbbb2561,Cfeb0823d,2023-05-20,In Bearbeitung,Premium,Net45,IT,Kramerring 804,Forst,04662,2023-05-30
SOaaf3e166,C84e2e1fd,2023-07-17,Neu,Standard,Net60,Produktion,Pieperallee 2/5,Cuxhaven,38754,2023-07-26
SO73adbb76,C0b7bb4bc,2024-11-01,Abgeschlossen,Premium,Net60,IT,Veronica-Gunpf-Ring 1/4,Regensburg,41895,2024-11-11
SO4ce1278e,,2024-11-30,In Bearbeitung,Premium,Net45,Vertrieb,,,,2024-12-04
SO3297f67e,Cddb5b335,2024-01-08,Abgeschlossen,Express,Immediate,Produktion,Frieder-Häring-Allee 9,Pfaffenhofen an der Ilm,82691,2024-01-22
SO90f8dc63,C77030f3e,2024-08-20,Neu,Express,Immediate,Finanzen,Lea-Linke-Straße 231,Mallersdorf,81615,2024-08-25
SO3d87e065,C81185451,2023-04-06,Abgeschlossen,Express,Net60,IT,Susana-Geisel-Ring 6/0,Weißenfels,93279,2023-04-13
SO8799b96a,C51b2abf2,2024-04-16,Abgeschlossen,Standard,Net60,Finanzen,Monica-Heuser-Ring 0,Kitzingen,71504,2024-04-26
SOd22a3e68,Cb28d86ab,2024-01-17,Abgeschlossen,Economy,Net60,Finanzen,Hans-Bernd-Löffler-Weg 5,Ingolstadt,17534,2024-01-30
SO2a0cb9d8,C967d50a7,2023-06-26,In Bearbeitung,Premium,Net60,Produktion,Stefani-Trubin-Gasse 08,Bützow,31958,2023-07-05
SOb90a6219,Cdf1d8dba,2024-11-06,In Bearbeitung,Express,Net30,Produktion,Jan-Peter-Graf-Straße 44,Erbisdorf,63899,2024-11-14
SO9fc267d7,Cf2dabd90,2023-07-05,Storniert,Standard,Net30,IT,Roselinde-Hoffmann-Gasse 2,Bogen,37255,2023-07-13
SO81fe07a3,C1423b9b6,2024-05-01,In Bearbeitung,Premium,Immediate,Einkauf,Zirmeweg 3,Aue,78802,2024-05-13
SO54ccf062,Cb28d86ab,2023-12-04,Neu,Express,Net60,Finanzen,Hans-Bernd-Löffler-Weg 5,Ingolstadt,17534,2023-12-17
SO8e8f8e81,,2024-05-26,Abgeschlossen,Standard,Net60,IT,,,,2024-05-29
SO45392b21,C3b214d0c,2024-03-14,Neu,Premium,Net45,Finanzen,Schleichplatz 3,Arnstadt,27336,2024-03-17
SO95440698,C96c2fc47,2023-12-28,Storniert,Premium,Net45,Finanzen,Dietzallee 6/8,Roding,15331,2024-01-07
SO71a675d7,Cc73ccd64,2024-12-20,Abgeschlossen,Premium,Immediate,Vertrieb,Lissi-Junitz-Weg 9,Querfurt,25668,2024-12-29
SO662b103b,C3eb6018e,2024-07-21,Neu,Standard,Immediate,Einkauf,Ian-Schmiedt-Ring 318,Hechingen,54916,2024-07-27
SO2c187be4,C868f6ecf,2023-10-04,Neu,Economy,Net45,IT,Huhnstr. 2/4,Burglengenfeld,07348,2023-10-08
SO59d28df0,C2b4198e0,2023-06-07,In Bearbeitung,Express,Net60,IT,Scholzallee 6,Hechingen,09114,2023-06-18
SO2d3f1979,C846484d1,2024-10-28,Abgeschlossen,Standard,Net60,Vertrieb,Ortwin-Weiß-Gasse 690,Viersen,33241,2024-11-01
SOebf88202,C303ae767,2024-09-12,Storniert,Express,Net45,Vertrieb,Ernst-Dieter-Gumprich-Platz 1,Zossen,68203,2024-09-15
SO6341e5f5,C73e2fe44,2023-06-14,Abgeschlossen,Express,Net30,Einkauf,Hansjürgen-Stiffel-Gasse 76,Mallersdorf,05293,2023-06-18
SO3d5f1171,Ca42b06d3,2023-04-08,Abgeschlossen,Standard,Immediate,Vertrieb,Klappring 8,Wurzen,36907,2023-04-20
SO7bb7c728,C732530f3,2024-05-10,Abgeschlossen,Standard,Net30,Einkauf,Anatoli-Jessel-Ring 4,Ebersberg,15850,2024-05-13
SOad22ec1c,C9d0a5534,2024-10-16,In Bearbeitung,Standard,Net30,Vertrieb,Kraushaarstr. 6,Böblingen,87815,2024-10-19
SO51caaff3,Cbbd2eaf2,2024-08-15,In Bearbeitung,Standard,Immediate,Vertrieb,Hamannallee 0/8,Bitterfeld,16942,2024-08-26
SO63147294,Cc5d4ef9a,2024-06-25,Abgeschlossen,Express,Net30,HR,Holstenstraße 9/6,Beeskow,78999,2024-07-01
SOd13ebebe,C8b18ddea,2023-09-14,Neu,Express,Net60,Produktion,Liliana-Baum-Straße 5,Flöha,20515,2023-09-20
SO3bd89f15,Cda8e4736,2023-06-13,Abgeschlossen,Premium,Immediate,Vertrieb,Mirjam-Aumann-Allee 97,Oberviechtach,56295,2023-06-17
SOd64774fe,C3cc6e59d,2023-08-24,Neu,Premium,Net45,IT,Fred-Scheuermann-Weg 711,Böblingen,55971,2023-09-03
SO995df6c1,C3eb6018e,2024-10-09,In Bearbeitung,Economy,Immediate,Einkauf,Ian-Schmiedt-Ring 318,Hechingen,54916,2024-10-13
SOe830226e,Cc5d4ef9a,2024-03-30,In Bearbeitung,Express,Net30,HR,Holstenstraße 9/6,Beeskow,78999,2024-04-07
SO0a7cfc79,Cf614c1fb,2023-07-26,Abgeschlossen,Express,Net45,Vertrieb,Heinzplatz 3/1,Freital,01120,2023-07-29
SOcd5506f7,C80d63928,2024-03-15,In Bearbeitung,Standard,Net45,Produktion,Hansjörg-Ring-Allee 8/6,Burglengenfeld,25754,2024-03-29
SO63af700b,Cbab00c56,2024-04-15,Abgeschlossen,Standard,Net30,Produktion,Ottostraße 3/7,Rudolstadt,74612,2024-04-26
SOf3e3a547,C22dc1560,2024-03-30,Abgeschlossen,Standard,Net45,Einkauf,Emilia-Holzapfel-Gasse 0,Bergzabern,86309,2024-04-13
SOb057d411,C868f6ecf,2023-03-01,Abgeschlossen,Economy,Net45,IT,Huhnstr. 2/4,Burglengenfeld,07348,2023-03-12
SO94e00613,C3f13b32e,2023-07-09,In Bearbeitung,Premium,Immediate,Finanzen,Zobelplatz 505,Illertissen,90367,2023-07-12
SO67bcd7f2,C3a2079e7,2024-02-19,In Bearbeitung,Standard,Net60,HR,Selim-Stey-Platz 81,Tübingen,64861,2024-03-01
SO62601b51,C1011d7bf,2023-12-29,Abgeschlossen,Premium,Net45,Produktion,Gina-Wilms-Ring 699,Stade,27017,2024-01-08
SOed46a53f,C0b7bb4bc,2023-02-12,Storniert,Express,Net60,IT,Veronica-Gunpf-Ring 1/4,Regensburg,41895,2023-02-22
SO7919bb70,C4fe20e66,2023-11-16,Abgeschlossen,Standard,Net30,Vertrieb,Hettnerweg 79,Lübben,11491,2023-11-19
SO1bfa3f7f,C3a2079e7,2024-07-25,In Bearbeitung,Economy,Net60,HR,Selim-Stey-Platz 81,Tübingen,64861,2024-07-28
SO3df15fe9,Ca7e17d6d,2023-12-12,Abgeschlossen,Premium,Immediate,Einkauf,Stolzestr. 6,Eisleben,26809,2023-12-23
SO9714fb9b,Ce17b4857,2023-05-15,Abgeschlossen,Standard,Immediate,Produktion,Gudegasse 35,Gerolzhofen,28992,2023-05-19
SOe6c78f32,Cddb5b335,2023-05-04,Storniert,Premium,Immediate,Produktion,Frieder-Häring-Allee 9,Pfaffenhofen an der Ilm,82691,2023-05-18
SOfec70a13,C4c2e5d03,2023-06-15,Storniert,Express,Net30,Vertrieb,Wulffstraße 176,Hildburghausen,60665,2023-06-29
SOfb29c4de,Ce11e2927,2023-04-19,Storniert,Express,Net30,Einkauf,Schenkstraße 2/3,Genthin,92129,2023-04-26
SOaca62b40,C18de9483,2023-03-14,Abgeschlossen,Premium,Immediate,HR,Änne-Finke-Gasse 846,Böblingen,23001,2023-03-24
SO01d741be,C89e40436,2023-08-28,Abgeschlossen,Economy,Net45,Vertrieb,Hans-Hinrich-Speer-Gasse 0,Bad Brückenau,92164,2023-09-08
SObe9b35a7,Cd492f8b7,2023-02-21,Abgeschlossen,Standard,Net60,Vertrieb,Dimitrios-Otto-Platz 6,Hansestadttralsund,87920,2023-02-24
SO5933c9d6,Ced957276,2024-05-14,Neu,Premium,Net60,Finanzen,Gießstr. 3,Ludwigslust,00247,2024-05-21
SO389614e3,C82cd3970,2023-09-30,Abgeschlossen,Standard,Immediate,Einkauf,Gerta-Schottin-Platz 7/3,Dessau,70013,2023-10-14
SO9885c442,C1d070d6e,2024-01-17,Neu,Economy,Net60,Einkauf,Drubplatz 5/0,Marienberg,67927,2024-01-20
SO42bb4326,Cf614c1fb,2024-02-21,Abgeschlossen,Economy,Net45,Vertrieb,Heinzplatz 3/1,Freital,01120,2024-02-27
SOc938596d,C73179274,2023-08-01,Abgeschlossen,Economy,Net45,IT,Liebeltplatz 8,Tecklenburg,68517,2023-08-04
SO1b7f2e36,C9d0a5534,2023-09-08,Neu,Economy,Net30,Vertrieb,Kraushaarstr. 6,Böblingen,87815,2023-09-15
SO2a74622e,C3cc6e59d,2024-01-17,In Bearbeitung,Premium,Net45,IT,Fred-Scheuermann-Weg 711,Böblingen,55971,2024-01-27
SOf85dab44,C414c6e9c,2024-09-17,Abgeschlossen,Economy,Net60,HR,Jacqueline-Albers-Ring 1,Bremervörde,94877,2024-09-24
SOc8ba173c,C9f9d1595,2023-05-04,Abgeschlossen,Express,Immediate,Produktion,Sauergasse 9,Kulmbach,17285,2023-05-18
SO9efb782e,C846484d1,2024-07-29,In Bearbeitung,Standard,Net60,Vertrieb,Ortwin-Weiß-Gasse 690,Viersen,33241,2024-08-04
SO36c8d6f2,Ced957276,2023-02-05,Abgeschlossen,Express,Net60,Finanzen,Gießstr. 3,Ludwigslust,00247,2023-02-13
SO026f47d5,Cca6a5fc0,2023-08-02,Abgeschlossen,Standard,Net30,Vertrieb,Scheibestr. 760,Strasburg,71626,2023-08-11
SOef271a12,C73ed6f51,2024-10-26,Neu,Standard,Net45,Produktion,Henckallee 0,Seelow,67411,2024-11-01
SOf9cb53bd,,2024-01-30,Abgeschlossen,Express,Immediate,Einkauf,,,,2024-02-04
SOf88e2869,C8a588552,2023-12-04,Abgeschlossen,Economy,Net30,Finanzen,Frankering 9,Berlin,33535,2023-12-16
SO70ee6ca4,C7f1819d2,2024-09-06,Abgeschlossen,Standard,Net30,Einkauf,Adam-Gunpf-Allee 596,Badibling,69652,2024-09-18
SO2748b0e9,C275f50b1,2023-09-27,Abgeschlossen,Premium,Net30,Vertrieb,Dörschnerplatz 3/1,Germersheim,68843,2023-09-30
SO21205b52,Ce6a2c2b8,2024-12-21,Storniert,Economy,Net60,IT,Theresia-Lübs-Platz 0,Wertingen,80053,2024-12-29
SO6db94cdf,Cfeb0823d,2024-08-07,Abgeschlossen,Economy,Net45,IT,Kramerring 804,Forst,04662,2024-08-21
SO3093397d,Ce6a2c2b8,2024-12-01,In Bearbeitung,Standard,Net60,IT,Theresia-Lübs-Platz 0,Wertingen,80053,2024-12-14
SO9a2e8aaa,C84e2e1fd,2023-08-12,Storniert,Express,Net60,Produktion,Pieperallee 2/5,Cuxhaven,38754,2023-08-15
SOcb8031aa,Ce475e957,2024-09-25,Abgeschlossen,Economy,Net30,Produktion,Ingeborg-Kroker-Straße 52,Donaueschingen,38965,2024-09-29
SOd55e6e41,C6e13dd23,2023-01-21,In Bearbeitung,Economy,Immediate,Vertrieb,Evamaria-Renner-Ring 61,Cuxhaven,81681,2023-02-04
SO8f34e075,C090d6a5d,2023-09-22,Abgeschlossen,Standard,Net30,Produktion,Södingstr. 6/9,Aschaffenburg,43476,2023-09-29
SO7e86815c,Ca5f4ad0f,2023-05-02,Abgeschlossen,Economy,Net60,Produktion,Edith-Killer-Gasse 5/3,Apolda,13347,2023-05-15
SOa68a4535,C45ce4373,2023-10-28,Abgeschlossen,Express,Net45,Finanzen,Hedy-Fischer-Ring 10,Aurich,31710,2023-11-11
SOe1571da0,Cc105970a,2023-10-09,Storniert,Standard,Net30,IT,Reinhardtweg 0/2,Pirmasens,38435,2023-10-18
SOc05d5f68,C92a82ca8,2023-11-02,In Bearbeitung,Premium,Net60,IT,Hendrik-Faust-Ring 3/0,Prenzlau,08665,2023-11-15
SO7169a03b,C090d6a5d,2024-07-20,In Bearbeitung,Express,Net30,Produktion,Södingstr. 6/9,Aschaffenburg,43476,2024-07-31
SOc90db741,C3cc6e59d,2023-05-03,Abgeschlossen,Economy,Net45,IT,Fred-Scheuermann-Weg 711,Böblingen,55971,2023-05-06
SOefacea53,C967d50a7,2024-04-09,Abgeschlossen,Premium,Net60,Produktion,Stefani-Trubin-Gasse 08,Bützow,31958,2024-04-23
SO34398b54,Cf02cd960,2023-05-09,Abgeschlossen,Standard,Net45,Finanzen,Geislerstr. 09,Ahaus,57787,2023-05-12
SOc37003e2,C12feb9fd,2023-04-08,Abgeschlossen,Premium,Net30,Einkauf,Anto-Pölitz-Platz 92,Coburg,78895,2023-04-14
SO26d1edb2,Cf71d2fa1,2024-06-25,Abgeschlossen,Standard,Net45,Finanzen,H.-Dieter-Mälzer-Straße 2,Malchin,60534,2024-07-01
SO93ff3625,C4999e9b6,2023-05-25,In Bearbeitung,Express,Net60,Einkauf,Thanelstraße 0,Weißwasser,61095,2023-06-08
SO23d54b6f,C93c31129,2023-01-25,Abgeschlossen,Premium,Immediate,Einkauf,Ullrichstraße 05,Flöha,66256,2023-02-04
SOb20b5513,Cf02cd960,2024-08-08,Abgeschlossen,Express,Net45,Finanzen,Geislerstr. 09,Ahaus,57787,2024-08-19
SO6b1c931d,Cb66030de,2023-09-07,In Bearbeitung,Express,Immediate,HR,Benita-Hahn-Gasse 0,Olpe,39057,2023-09-20
SO1d05cb5a,Cfbe3e017,2023-04-09,Abgeschlossen,Economy,Net45,Finanzen,Peggy-Wernecke-Ring 491,Staßfurt,50173,2023-04-15
SO540610fd,Cb66030de,2023-08-20,Abgeschlossen,Standard,Immediate,HR,Benita-Hahn-Gasse 0,Olpe,39057,2023-08-24
SO04e3aab4,Cf5ed7b3f,2024-04-22,Neu,Standard,Immediate,Einkauf,Wesackallee 35,Meiningen,83241,2024-05-06
SOc402624b,C10539d6f,2023-02-06,In Bearbeitung,Express,Net60,Vertrieb,Marika-Winkler-Ring 2,Gotha,24192,2023-02-09
SOb85b170e,C16aa833e,2023-11-25,Abgeschlossen,Premium,Net45,HR,Hornichstraße 4,Saarbrücken,00022,2023-12-09
SOd60c28dc,C86091f04,2024-01-17,Abgeschlossen,Premium,Net60,Vertrieb,Belinda-Junitz-Platz 7,Berlin,98933,2024-01-28
SO7657217f,C3f843499,2024-12-13,Abgeschlossen,Standard,Immediate,Finanzen,Siegmar-Dörr-Allee 45,Ingolstadt,72649,2024-12-24
